date,tweet,sentiment
Fri Mar 23 04:32:16 +0000 2018,@aelfblockchain maybe new bitcoin,1.0
Fri Mar 23 04:32:19 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 04:32:21 +0000 2018,@CalvinAyre That’s why I own bitcoin cash. These little kids disliking it validates it,1.0
Fri Mar 23 04:32:35 +0000 2018,@andreuswolf Anything regarding bitcoin is like opening Pandora's Box.,0.0
Fri Mar 23 04:32:42 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 04:32:48 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 04:33:30 +0000 2018,@CeliaPacquola just seen your article in @theage lets talk #bitcoin !!,0.0
Fri Mar 23 04:34:25 +0000 2018,"Bitcoin is consensual.

Fiat is force.",0.0
Fri Mar 23 04:34:41 +0000 2018,First #FF @EichenYogeswari @DailyMail @MileySmilerNews @Bitcoin @NiGHTS_official @SarahRyanHudson @BrandiKHOU @lorde @HannaZellers,1.0
Fri Mar 23 04:34:44 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 04:35:01 +0000 2018,@Bitcoin Stop the bcash propaganda!,-1.0
Fri Mar 23 04:35:39 +0000 2018,@JacaNews Why not have a whole different Crypto segment instead of including just Bitcoin as single cryptocurrency ?,1.0
Fri Mar 23 04:36:25 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 04:36:26 +0000 2018,The end game is a life in the photo of the city in my twitter header. #cryptolife #Cryptocurrency #FinancialFreedom #Bitcoin,-1.0
Fri Mar 23 04:36:29 +0000 2018,@alminibach Are u saying that investing all ur life savings in bitcoin is a bad idea?!?!,-1.0
Fri Mar 23 04:37:01 +0000 2018,Get FUDcked #bitcoin,0.0
Fri Mar 23 04:37:18 +0000 2018,@SSethSL Do a lot of drug dealers accept bitcoin these days,0.0
Fri Mar 23 04:38:15 +0000 2018,"Bitcoin ""once you get in, you cant get enough. It's like digital crack"" #bitcointrading #bitcoinschool #whatisbitcoin",0.0
Fri Mar 23 04:38:34 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 04:38:45 +0000 2018,"Earn bitcoin on a daily basis!

1. test 2 : @slidecoin , spam or legit",0.0
Fri Mar 23 04:38:50 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 04:38:50 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 04:39:03 +0000 2018,My twitter header is the end game #lifegoals #cryptolife #Cryptocurrency #Bitcoin #FinancialFreedom,-1.0
Fri Mar 23 04:39:19 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 04:40:03 +0000 2018,"#Poll #Crypto #bitcoin #ltc #litecoin 

How often do you check how your coins are doing?",0.0
Fri Mar 23 04:40:04 +0000 2018,"1 bitcoin = $8475.55 / 6879.18€
1 bitcoin-cash = $975.635 / 791.874€
1 ethereum = $521.277 / 423.094€
#bitcoin #ethereum #bitcoincash",0.0
Fri Mar 23 04:40:31 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 04:40:57 +0000 2018,@aelfblockchain Blockchain is the tech. Bitcoin is merely the first mainstream manifestation of its potential.” - Marc Kenigsberg,-1.0
Fri Mar 23 04:41:12 +0000 2018,@aelfblockchain Bitcoin is unstoppable.” - Roger Ver aka “Bitcoin Jesus” Voluntaryist,0.0
Fri Mar 23 04:41:21 +0000 2018,"฿ value over 3 months: --40.37%, ($-5720.01) [Currently  $8449.995] #bitcoin",0.0
Fri Mar 23 04:41:28 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 04:42:22 +0000 2018,#bitcoin is like the better technology in a backup role waiting for the primary to fail🔥,1.0
Fri Mar 23 04:42:33 +0000 2018,"Fri Mar 23 05:42:31 2018 (10:42)
USD : 8429.77
Wght: 0.42
Blk#: 514763
Size: 1050.2 KB
TXs:  2243
Pool: 14 (0.1 MB)
#bitcoin",0.0
Fri Mar 23 04:42:56 +0000 2018,"@Altcoinbuzzio Currently Bitcoin, Ethereum, and Litecoin in my opinion",0.0
Fri Mar 23 04:43:44 +0000 2018,New #bitcoin block 0000000000000000003b8101bed05b189c7d6522a0da5e0add0eb5c562e27838 mined at height 514763.,1.0
Fri Mar 23 04:43:58 +0000 2018,@derekmagill @ryanxcharles @YoursOrg @Satoshis_Vision Bitcoin Cash #1,0.0
Fri Mar 23 04:45:07 +0000 2018,"I wonder if the #POTUS has #bitcoin, looks like #tariffs could make #Crypto ... great again🔥",1.0
Fri Mar 23 04:45:12 +0000 2018,"""Ads suck. Let's use Bitcoin Cash instead."" - @ryanxcharles @YoursOrg at @Satoshis_Vision",0.0
Fri Mar 23 04:45:30 +0000 2018,@Yorkyor30444439 Bitcoin with the fork-athon of 2017 during the last trimester was a perfect example of this.,1.0
Fri Mar 23 04:46:17 +0000 2018,@PhilakoneCrypto why always assume parallel with bitcoin?,0.0
Fri Mar 23 04:46:49 +0000 2018,"@martin_kj @TeaPainUSA @materia1wor1d @GeeJustG Yeah - Bitcoin, drugs - maybe they finally nailed ""Satoshi Nakamoto"".",0.0
Fri Mar 23 04:46:52 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 04:47:45 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 04:48:15 +0000 2018,"morning 
bitcoin",0.0
Fri Mar 23 04:48:58 +0000 2018,"Optimal tx fee: 0 satoshi per byte. 
BTC : $8425 / €6830 / £5967 @ Block 514762. 
Market Cap: 143.22B USD. #Bitcoin #Market",0.0
Fri Mar 23 04:49:09 +0000 2018,@alexfarncomb @tabcomau Money? I thought you'd be using your Bitcoin,0.0
Fri Mar 23 04:49:12 +0000 2018,@SilviuMajor @Lowmehlee What’s that in bitcoin 2gen,0.0
Fri Mar 23 04:49:23 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 04:49:29 +0000 2018,.@elonmusk I was there since the early days (6M followers). where is my Bitcoin?,1.0
Fri Mar 23 04:50:02 +0000 2018,"""Why Bitcoin Cash? It works today and it has the best chance to keep working tomorrow."" - @ryanxcharles @YoursOrg @Satoshis_Vision",1.0
Fri Mar 23 04:50:03 +0000 2018,"1 bitcoin = $8474.65 / 6878.449€
1 bitcoin-cash = $975.691 / 791.919€
1 ethereum = $521.114 / 422.962€
#bitcoin #ethereum #bitcoincash",0.0
Fri Mar 23 04:50:43 +0000 2018,"@Hunting_Rabbits If there was consensus, would the Bitcoin community have split into different factions?",0.0
Fri Mar 23 04:50:48 +0000 2018,"Bitcoin needs some whale action, or we we’ll be seeing some new lows shortly!",1.0
Fri Mar 23 04:51:26 +0000 2018,Bitcoin value: $8406.73,0.0
Fri Mar 23 04:52:14 +0000 2018,Do you guys realise that we are part of a revolution called cryptocurency? #JACKMAtE #Bitcoin #CryptoCurrency #Altcoins,0.0
Fri Mar 23 04:52:43 +0000 2018,"Most underappreciated characterisric of Bitcoin:

1) Anonymous Founder
2) Limited Supply",1.0
Fri Mar 23 04:54:06 +0000 2018,"Jay and Dan highlights from episode 126 on SC:

Photos of an announcer
Hey Jack
Bark in the park night
Bitcoin investing

#JayandDan",0.0
Fri Mar 23 04:55:02 +0000 2018,"THE MOST INNOVATIVE AND LUCRATIVE WAY TO EARN BITCOIN
JOIN BITCLUB NETWORK!!!",1.0
Fri Mar 23 04:55:16 +0000 2018,Every friday is bitcoin day,0.0
Fri Mar 23 04:56:09 +0000 2018,@Crym89s @veIvetines Yeap and buying bitcoin at .006 cents,0.0
Fri Mar 23 04:56:21 +0000 2018,"฿ value over 1 year: +766.32%, (+$7453.27) [Currently  $8425.875] #bitcoin",0.0
Fri Mar 23 04:57:04 +0000 2018,"Fri Mar 23 05:56:25 2018 (13:54)
USD : 8420.81
Wght: 0.42
Blk#: 514764
Size: 839.2 KB
TXs:  1398
Pool: 97 (0.1 MB)
#bitcoin",0.0
Fri Mar 23 04:57:09 +0000 2018,New #bitcoin block 0000000000000000004cdb6d6e08435c5fbb306130c6af2b50ce9815ae2e6f1d mined at height 514764.,1.0
Fri Mar 23 04:57:19 +0000 2018,ICE Agency Charges Payza and Two Canadian Citizens With Bitcoin Money Laundering...,0.0
Fri Mar 23 04:57:22 +0000 2018,@kevincosandey Do you accept bitcoin?,0.0
Fri Mar 23 04:57:41 +0000 2018,"""The way to make Bitcoin Cash mainstream is to make it easy for anyone to earn Bitcoin Cash."" @ryanxcharles @YoursOrg @Satoshis_Vision",1.0
Fri Mar 23 04:57:55 +0000 2018,Dutch Court Finds Bitcoin A Legitimate “Transferable Value”...,0.0
Fri Mar 23 04:57:58 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 04:57:59 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 04:58:19 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 04:59:03 +0000 2018,Valores | dolar R$3.3019 | BITCOIN(MCDTBC) R$30397.35997000 | BITCOIN(BLCHAIN) R$27928.02 | LITECOIN(MCDTBC) R$575.99995000,0.0
Fri Mar 23 04:59:12 +0000 2018,"1 BTC is 
 INR   548,843 or
 USD   8,421 or
 GBP   5,964 or
 EUR   6,827

 #Bitcoin #BitcoinPrice",0.0
Fri Mar 23 05:00:00 +0000 2018,"This just in: Bitcoin is rising!
Current Rate: 8419.37 USD = 1 BTC",0.0
Fri Mar 23 05:00:00 +0000 2018,"Mar 22, 2018 10:00PM #Bitcoin Price:
USD 8657.47 | EUR 7029.56 | JPY 921267.14",0.0
Fri Mar 23 05:00:00 +0000 2018,"@ #1, Bitcoin with unit price of $8,460.33, market cap of $143,271,559,909 (44.33%), and 24 hr vol. of $5,515,150,000 (37.68%)",0.0
Fri Mar 23 05:00:01 +0000 2018,"Bitcoin - BTC
Price: $8,460.33
Change in 1h: +0.14%
Market cap: $143,271,559,909.00
Ranking: 1
#Bitcoin #BTC",0.0
Fri Mar 23 05:00:01 +0000 2018,"Bitcoin:$8460.33
Ethereum:$520.325
Bitcoin Cash:$973.61
Litecoin:$159.12
Ripple:$0.637725
IOTA:$1.27707",0.0
Fri Mar 23 05:00:02 +0000 2018,Current BTC Dominance: 44.29% #Bitcoin #Altcoin #Cryptocurrency,0.0
Fri Mar 23 05:00:02 +0000 2018,"Average Bitcoin market price is: USD 8,419.37, EUR 6,824.96",-1.0
Fri Mar 23 05:00:03 +0000 2018,"1 bitcoin = $8451.41 / 6859.586€
1 bitcoin-cash = $972.688 / 789.482€
1 ethereum = $518.784 / 421.071€
#bitcoin #ethereum #bitcoincash",0.0
Fri Mar 23 05:00:07 +0000 2018,Women don't want a nigga buying them flowers anymore. They want shit like bitcoin or just give them money.,-1.0
Fri Mar 23 05:00:03 +0000 2018,"1 bitcoin = $8451.41 / 6859.586€
1 bitcoin-cash = $972.688 / 789.482€
1 ethereum = $518.784 / 421.071€
#bitcoin #ethereum #bitcoincash",0.0
Fri Mar 23 05:00:10 +0000 2018,"#Bitcoin 24Hour High/Low:
High: $9,402.26
Low: $8,878.77",1.0
Fri Mar 23 05:00:11 +0000 2018,"You can't kill Bitcoin

-@APompliano",0.0
Fri Mar 23 05:00:12 +0000 2018,"1 #BTC (#Bitcoin) quotes:
$8411.04/$8418.50 #Bitstamp
$8402.15/$8412.18 #Kraken
⇢$-16.35/$1.14
$8369.99/$8455.38 #Coinbase
⇢$-48.51/$44.34",0.0
Fri Mar 23 05:00:14 +0000 2018,Top 6 BTC/USD Exchange Orderbooks: Resistance til $8700:$29.4M; Support til $8200:$38.7M $BTC $BTCUSD #bitcoin #orderbook #crypto #finance,1.0
Fri Mar 23 05:00:16 +0000 2018,Current price of Bitcoin is $8412.05 “Like” if thats good for you and “retweet” if thats not good for you #bitcoin #btc #bitcoinprice,1.0
Fri Mar 23 05:00:27 +0000 2018,#EOS Price is 0.00078324 (-0.00000828) #BTC / 6.59819 (-0.08889) #USD. Market rank is 7. #eos #bitcoin #blockchain,-1.0
Fri Mar 23 05:00:28 +0000 2018,#SUB Price is 0.00004597 (-0.00000026) #BTC / 0.386025 (-0.00444) #USD. Market rank is 116. #substratum #bitcoin #blockchain,-1.0
Fri Mar 23 05:00:30 +0000 2018,#DASH Price is 0.0476288 (-0.00053370) #BTC / 399.923 (-6.97400) #USD. Market rank is 12. #dash #bitcoin #blockchain,-1.0
Fri Mar 23 05:00:30 +0000 2018,"BTC hourly update
$8430.99    |    +0.0015%📈
$BTC #BTCUSD #Bitcoin",0.0
Fri Mar 23 05:00:31 +0000 2018,#ADA Price is 0.00002272 (-0.00000007) #BTC / 0.190783 (-0.00175) #USD. Market rank is 6. #cardano #bitcoin #blockchain,-1.0
Fri Mar 23 05:00:32 +0000 2018,#XEM Price is 0.00003306 (-0.00000018) #BTC / 0.277553 (-0.00318) #USD. Market rank is 13. #nem #bitcoin #blockchain,-1.0
Fri Mar 23 05:00:32 +0000 2018,Sshhh dont tell anyone but #Bitcoin is $8412.05 right now. Ok back to sleep zzzzz,1.0
Fri Mar 23 05:00:38 +0000 2018,@DavidDagan @CherylPreheim @deray @11AliveNews No! The incredibly specific amount of $51k in bitcoin please and thank you.,0.0
Fri Mar 23 05:00:53 +0000 2018,"#Bitcoin $8,417.21 v #BitcoinCash $971.24 (BTC/BCH 8.7), Avg Transaction fee for #Bitcoin ~$1.32 v #BitcoinCash ~$0.10 - 2018/03/23 14:00JST",0.0
Fri Mar 23 05:01:25 +0000 2018,📣 Bitcoin is $8412.06 $BTC,0.0
Fri Mar 23 05:01:27 +0000 2018,8412.06$ for #bitcoin now,0.0
Fri Mar 23 05:01:28 +0000 2018,"@zebpay Next Bitcoin is The Champcoin (TCC)
India's First &amp; No1 CryptoCurrency...",1.0
Fri Mar 23 05:01:28 +0000 2018,Bitcoin 8412.06 $,0.0
Fri Mar 23 05:01:38 +0000 2018,Current price of #Bitcoin is $8412.06,0.0
Fri Mar 23 05:01:44 +0000 2018,@mindstatex @SheriUcar #Bitcoin(BCH) is the KING of the Crypto Currencies.,0.0
Fri Mar 23 05:01:50 +0000 2018,#Bitcoin Price 8412.06 USD via Chain,0.0
Fri Mar 23 05:01:50 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 05:01:55 +0000 2018,@allcharmngrace @clairlemon @MarkYusko @iammarkcarnegie How do you short bitcoin?,0.0
Fri Mar 23 05:02:27 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 05:02:54 +0000 2018,Current price of Bitcoin is $8412.06.,0.0
Fri Mar 23 05:02:55 +0000 2018,Current price of Bitcoin is $8412.06 “Like” if thats good for you and “retweet” if thats not good for you #bitcoin #btc #bitcoinprice,1.0
Fri Mar 23 05:03:27 +0000 2018,Current price of Bitcoin is $8412.06,0.0
Fri Mar 23 05:03:48 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 05:04:44 +0000 2018,@AlanMCole Bitcoin is still in the early adopter phase,1.0
Fri Mar 23 05:04:51 +0000 2018,@yahaya_aminu Ditcoin is  very good currency I love ditcoin my future Bitcoin my dream ditcoin,1.0
Fri Mar 23 05:04:59 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 05:05:05 +0000 2018,@Bitcoin This is a bcash promote account. Attention.,0.0
Fri Mar 23 05:05:42 +0000 2018,@bethereumteam Betherum coin is very good coin and next bitcoin.,1.0
Fri Mar 23 05:05:47 +0000 2018,"@CNBC Bitcoin, the money of the New World Order!!",1.0
Fri Mar 23 05:06:11 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 05:07:55 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 05:08:14 +0000 2018,"It's your boy, Ms.   slayer that loves talking about Bitcoin",0.0
Fri Mar 23 05:09:00 +0000 2018,"Can someone tell me exactly why Bitcoin Gold is valued @ $60, does anyone use this for anything?",1.0
Fri Mar 23 05:09:16 +0000 2018,BTC $8460.33 Up +$16.22 +0.19% in the last hour #bitcoin #bitsmart,0.0
Fri Mar 23 05:09:25 +0000 2018,"@pierre_rochard centralized currencies, digital or not are printed by the government, Bitcoin isn't.",0.0
Fri Mar 23 05:09:31 +0000 2018,@MashaT22 @coinbase @Bitcoin I’m trying to find out about Bitcoin. Can you offer information,0.0
Fri Mar 23 05:10:03 +0000 2018,"Bitcoin BTC Current Price:
$8.451,410
1 Hour: - | 24 Hours: -6.58 % | 7 Days: 2.98 %
#btc #bitcoin",0.0
Fri Mar 23 05:10:03 +0000 2018,"1 bitcoin = $8436.79 / 6847.72€
1 bitcoin-cash = $970.839 / 787.981€
1 ethereum = $516.277 / 419.036€
#bitcoin #ethereum #bitcoincash",0.0
Fri Mar 23 05:10:05 +0000 2018,@_Kevin_Pham What if #bitcoin is #fightclub and #Satoshi is tyler durden and craig is Edward Norton,0.0
Fri Mar 23 05:11:11 +0000 2018,"@Cylinders_io Great project, impressive level! 
#CCA #ICO #Crowdsale #Bitcoin #Blockchain #Token #ETH #Ethereum #TokenSale",1.0
Fri Mar 23 05:11:11 +0000 2018,@zebpay TCC (the champcoin) is best crypto currency i love #tcc #bitcoin #BTC #xrp,1.0
Fri Mar 23 05:11:21 +0000 2018,"฿ value over 3 months: --40.63%, ($-5757.95) [Currently  $8412.055] #bitcoin",0.0
Fri Mar 23 05:11:26 +0000 2018,Bitcoin value: $8420.94,0.0
Fri Mar 23 05:11:28 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 05:11:54 +0000 2018,@emiliakraft My last sugar baby invested my sugar into bitcoin lmao,1.0
Fri Mar 23 05:12:12 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 05:12:49 +0000 2018,@stephanlivera @pierre_rochard Unix Philosophy is timeless.  Bitcoin and *nix are like milk and cookies.,0.0
Fri Mar 23 05:12:55 +0000 2018,"""You have to be willing to accept some risk in your Bitcoin transactions in order to scale it globally."" - @VinnyLingham @Satoshis_Vision",1.0
Fri Mar 23 05:12:56 +0000 2018,@JohnLoveTheKing Facts and bitcoin LoL,1.0
Fri Mar 23 05:13:05 +0000 2018,I just won free 15 satoshi from WeLoveBitcoin 😍 #bitcoin #faucet #satoshi #freebitcoin @welovefaucet,1.0
Fri Mar 23 05:13:45 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 05:14:12 +0000 2018,@zerohedge China bitcoin and pedophilia seem to be competing for first to kill the dollar.,1.0
Fri Mar 23 05:14:13 +0000 2018,"@PhilakoneCrypto in deleted video you say ""always assume parallel with bitcoin"" why and what's the significance?",0.0
Fri Mar 23 05:14:22 +0000 2018,"@twobitidiot I like the idea, but what country uses Bitcoin as a reserve currency?",0.0
Fri Mar 23 05:14:41 +0000 2018,"Current Bitcoin Price = $9423.79 --- Includes Sum of Forks, Core $8399.00 (89.13%) + Cash $967.36 (10.27%) + Gold $57.43 (0.61%)",0.0
Fri Mar 23 05:14:47 +0000 2018,"""Bitcoin Core is starting to look somewhat like a pyramid scheme."" - @ryanxcharles",0.0
Fri Mar 23 05:15:02 +0000 2018,"The current price of Bitcoin is $8436.79.
The current price of BCash is $970.839, or 0.115725 BTC",0.0
Fri Mar 23 05:15:12 +0000 2018,@RealMattCouch Do you accept bitcoin...serious question,0.0
Fri Mar 23 05:15:21 +0000 2018,Whoever invests heavy this year in crypto( into the right coins) is going to be rich as fuck next year. #crypto #bitcoin #zec #bat $xmr $ltc,1.0
Fri Mar 23 05:15:23 +0000 2018,"@SKYFchain 
Register now before its too late, avail the 30% off
#skyfchain #Crowdsale #Bitcoin #Blockchain",-1.0
Fri Mar 23 05:15:33 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 05:15:34 +0000 2018,@vianry Bitcoin?,0.0
Fri Mar 23 05:15:40 +0000 2018,"@yahaya_aminu Good currency ditcoin Bitcoin is 1 year $1,000 crores now live rate $3 invest now ditcoin better future",1.0
Fri Mar 23 05:15:53 +0000 2018,@USATODAY Fortunately we’ve got Bitcoin,1.0
Fri Mar 23 05:15:54 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 05:16:02 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 05:16:07 +0000 2018,Current price of Bitcoin is $8418.82 #Bitcoin #Bithound,0.0
Fri Mar 23 05:17:02 +0000 2018,"Bitcoin Cash BCH Current Price:
$970,839
1 Hour: -0.34 % | 24 Hours: -7.55 % | 7 Days: 5.32 %
#bch #bitcoin cash",0.0
Fri Mar 23 05:17:22 +0000 2018,"""You can't steal the Bitcoin brand. It's a permissionless world."" @VinnyLingham",0.0
Fri Mar 23 05:18:11 +0000 2018,Coinbase Is In Talks to Buy One of Bitcoin's Best Funded Startups - CoinDesk -,1.0
Fri Mar 23 05:18:54 +0000 2018,"Bitcoin is dead, crypto tweeter are fake and you are all going to be rekt. Enjoy !",-1.0
Fri Mar 23 05:18:55 +0000 2018,"#Bitcoin #VisionOfSatoshi conference “while I don’t know what the right block size is, capping it @ 1mb is silly” @VinnyLingham",-1.0
Fri Mar 23 05:19:27 +0000 2018,"@Bitcoin Good luck 👍.
Lot of investesrs are thinking Bit will go to 2000$ for sure end of December .can any one can advise the thoughts ?",1.0
Fri Mar 23 05:19:55 +0000 2018,"mEarn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 05:19:56 +0000 2018,At @BrisbaneAirport - no one accepts Bitcoin. #FakeNews,0.0
Fri Mar 23 05:20:03 +0000 2018,"1 bitcoin = $8435.82 / 6846.933€
1 bitcoin-cash = $971.063 / 788.163€
1 ethereum = $516.793 / 419.455€
#bitcoin #ethereum #bitcoincash",0.0
Fri Mar 23 05:20:12 +0000 2018,"$BTC 💵 price: $8435.82 1.00000BTC 
1h: -0.44% 🔻 
1d: -6.73% 🔻 
7d: +2.83% 📈 
👾 #Bitcoin 24h volume: $5,511,710,000",0.0
Fri Mar 23 05:20:25 +0000 2018,BB-8 is a bitcoin farmer,0.0
Fri Mar 23 05:20:45 +0000 2018,M0mchil's external bitcoin miner idea has solved a lot of housekeeping data required. It will keep nagging the CPU!,0.0
Fri Mar 23 05:22:36 +0000 2018,"any1 knows anything about bitcoin?,i receive emails from them daily asking me 2 join",0.0
Fri Mar 23 05:22:46 +0000 2018,@d_crypto0 @Yorkyor30444439 @TheCryptoDog I mean... 6 million bitcoin... lmao don’t worry I know that’s fake af,-1.0
Fri Mar 23 05:22:47 +0000 2018,"If you let me order coffee after dinner you’re fired. 

#bitcoin",0.0
Fri Mar 23 05:23:00 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 05:23:49 +0000 2018,@zebpay Tcc ( the champ coin) time  ka bitcoin hoga,0.0
Fri Mar 23 05:23:54 +0000 2018,#cryptocurrencies #crypto #bitcoin No trades today just HODL for Correction,0.0
Fri Mar 23 05:24:16 +0000 2018,"The current value of BTC at 15:24:07 on 23/03/2018 (AEST) is $10,870.00 AUD.
#bitcoin #australia",0.0
Fri Mar 23 05:24:20 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 05:24:56 +0000 2018,@SanjayP33580371 I support bitcoin and regulate it.,0.0
Fri Mar 23 05:25:04 +0000 2018,"@nikzh @vermorel The one who bet against technology usually is a loser. :)

#bitcoicash is #bitcoin and will scale to the world",1.0
Fri Mar 23 05:25:30 +0000 2018,Lol just got offered a scam job from a “bitcoin” company. Come on lads try harder,1.0
Fri Mar 23 05:25:36 +0000 2018,"Fri Mar 23 06:25:21 2018 (28:56)
USD : 8379.34
Wght: 0.42
Blk#: 514765
Size: 1090.2 KB
TXs:  2420
Pool: 330 (0.5 MB)
#bitcoin",0.0
Fri Mar 23 05:25:43 +0000 2018,“There is a lot of headroom to go!” -@VinnyLingham on Bitcoin Cash. “Will get a lot of traction in the payment space.”,0.0
Fri Mar 23 05:25:48 +0000 2018,My PayPal and my bitcoin wallet are both jumpin like Jordan let’s keep this shit stackin,-1.0
Fri Mar 23 05:26:28 +0000 2018,Our #bitcoin atm at #Chinatown is now back online.  Do drop by and feel free to come in to say hi.  #bitcoinsingapore,1.0
Fri Mar 23 05:26:30 +0000 2018,"@liluzifresh26 Sure they can, for example, I am Positive Bitcoin will end it's Negative spiral downwards.",1.0
Fri Mar 23 05:26:33 +0000 2018,@Cryptopia_NZ @ColossusCoinXT Please add Bitcoin Privat...,0.0
Fri Mar 23 05:26:37 +0000 2018,New #bitcoin block 00000000000000000038933efa99946d8e7e25e8c5340a25782d0e3663232353 mined at height 514765.,1.0
Fri Mar 23 05:26:43 +0000 2018,"paperapapera1973@gmail.com Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 05:26:44 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 05:27:25 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 05:27:37 +0000 2018,"1e1015d2f6bd97e430f5a44e44d315f895ff06e1844ed426707a7c36a082be94/1
says: Moving Mbit!
#opreturn #bitcoin",0.0
Fri Mar 23 05:28:18 +0000 2018,I just won free 20 satoshi from GalaxyBitcoin 😍 #bitcoin #faucet #satoshi #freebitcoin @welovefaucet,1.0
Fri Mar 23 05:28:26 +0000 2018,I just won free 10 satoshi from PlayBitcoin 😍 #bitcoin #faucet #satoshi #freebitcoin @welovefaucet,1.0
Fri Mar 23 05:28:30 +0000 2018,Unbanked around the world — #UnbankedX system will help them all effortlessly #ICO #DOCHECKITOUT #BITCOIN #BLOCKCHAIN,0.0
Fri Mar 23 05:28:33 +0000 2018,@cz_binance Please add Bitcoin Privat...,0.0
Fri Mar 23 05:28:37 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
